grid_id,topological_degree,weighted_topological_degree,pet_rule_pagerank,district_name,edge_cell,intersect_area_m2,valid_area_km2,pet_service_exposure_500m,pet_service_exposure_1000m,nearest_pet_service_m,a_medical_exposure_500m,a_retail_exposure_500m,a_grooming_exposure_500m,a_boarding_exposure_500m,a_training_exposure_500m,pet_service_count_2025,pet_service_weight_sum_2025,pet_medical_count_2025,pet_retail_count_2025,pet_grooming_count_2025,pet_boarding_count_2025,pet_training_count_2025,pet_service_density_2025_per_km2,pet_service_diversity_entropy_2025,explicit_rule_count,positive_rule_count,restrictive_rule_count,mean_access_semantic_score,pet_service_high,rule_seed_present,pet_rule_ecology_class,topology_ecology_class
SZ500_0000_0066,4,4.0,7.427326624833452e-05,宝安区,yes,5515.305,0.005515305,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0000_0067,5,5.0,8.980803967573464e-05,宝安区,yes,68179.153,0.068179153,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0000_0068,5,5.0,8.777220142221713e-05,宝安区,yes,117093.297,0.11709329700000001,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0000_0069,5,5.0,8.777924115776407e-05,宝安区,no,149705.179,0.149705179,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0000_0070,5,5.0,8.777220142221713e-05,宝安区,no,167517.976,0.16751797599999999,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0000_0071,5,5.0,8.980803967573464e-05,宝安区,no,150994.66,0.15099466,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0000_0072,4,4.0,7.452271645560553e-05,宝安区,yes,44150.349,0.044150349000000005,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0001_0062,4,4.0,7.454545747473944e-05,宝安区,yes,5497.694,0.005497694,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0001_0063,5,5.0,8.974676724330328e-05,宝安区,yes,55704.255,0.055704254999999994,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0001_0064,5,5.0,8.629902870528493e-05,宝安区,yes,71938.164,0.071938164,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0001_0065,6,6.0,0.00010165558691830535,宝安区,no,154290.859,0.154290859,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0001_0066,7,7.0,0.00011517961457375024,宝安区,no,232888.358,0.23288835800000002,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0001_0067,8,8.0,0.00012969918244374985,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,network_core_without_high_pet_ecology
SZ500_0001_0068,8,8.0,0.00012724785787735263,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,network_core_without_high_pet_ecology
SZ500_0001_0069,8,8.0,0.00012702277463704488,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,network_core_without_high_pet_ecology
SZ500_0001_0070,8,8.0,0.00012725233820243956,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,network_core_without_high_pet_ecology
SZ500_0001_0071,8,8.0,0.00012970464163631623,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,network_core_without_high_pet_ecology
SZ500_0001_0072,7,7.0,0.00011563855418265957,宝安区,no,249268.327,0.24926832699999998,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0001_0073,6,6.0,0.0001025540889059026,宝安区,no,180920.122,0.18092012200000002,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0001_0074,5,5.0,8.92592358828025e-05,宝安区,yes,68421.567,0.06842156699999999,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0001_0075,4,4.0,7.598837403225775e-05,宝安区,yes,658.518,0.0006585180000000001,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0002_0060,4,4.0,7.321064191786344e-05,宝安区,yes,60.38,6.038e-05,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0002_0061,6,6.0,0.00010444979668546126,宝安区,yes,75517.649,0.075517649,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0002_0062,7,7.0,0.0001159768055001912,宝安区,no,212751.899,0.212751899,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0002_0063,8,8.0,0.00012966552004304042,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,network_core_without_high_pet_ecology
SZ500_0002_0064,8,8.0,0.00012533797623100445,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,network_core_without_high_pet_ecology
SZ500_0002_0065,8,8.0,0.0001230260189840558,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,network_core_without_high_pet_ecology
SZ500_0002_0066,8,8.0,0.00012020796237375218,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,network_core_without_high_pet_ecology
SZ500_0002_0067,8,8.0,0.00011856106933300184,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0002_0068,8,8.0,0.00011699501817671178,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0002_0069,8,8.0,0.0001166336655572209,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0002_0070,8,8.0,0.00011701148288873923,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0002_0071,8,8.0,0.00011857695602874032,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0002_0072,8,8.0,0.00012075524980940037,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,network_core_without_high_pet_ecology
SZ500_0002_0073,8,8.0,0.0001243058672279841,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,network_core_without_high_pet_ecology
SZ500_0002_0074,8,8.0,0.00012927047905984056,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,network_core_without_high_pet_ecology
SZ500_0002_0075,7,7.0,0.0001184838693643071,宝安区,no,205264.494,0.20526449400000002,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0002_0076,5,5.0,9.077825487505952e-05,宝安区,yes,43872.797,0.043872797,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0003_0058,4,4.0,7.276043548281493e-05,宝安区,yes,32234.831,0.032234831,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0003_0059,6,6.0,0.00010337725329946115,宝安区,yes,108233.16,0.10823316000000001,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0003_0060,7,7.0,0.00011409321094439314,宝安区,no,187183.96,0.18718395999999998,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0003_0061,8,8.0,0.00012647258428123063,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,network_core_without_high_pet_ecology
SZ500_0003_0062,8,8.0,0.00012139585102281304,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,network_core_without_high_pet_ecology
SZ500_0003_0063,8,8.0,0.00011902377581625467,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,network_core_without_high_pet_ecology
SZ500_0003_0064,8,8.0,0.00011667665345297728,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0003_0065,8,8.0,0.0001153862791208988,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0003_0066,8,8.0,0.00011393041630544596,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0003_0067,8,8.0,0.00011262402126007118,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0003_0068,8,8.0,0.00011137255851851107,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0003_0069,8,8.0,0.00011092599473974564,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0003_0070,8,8.0,0.00011136888662837408,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0003_0071,8,8.0,0.00011259027963958072,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0003_0072,8,8.0,0.00011417331998161505,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0003_0073,8,8.0,0.00011627649026041402,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0003_0074,8,8.0,0.00011932820245428418,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,network_core_without_high_pet_ecology
SZ500_0003_0075,8,8.0,0.0001246208872029439,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,network_core_without_high_pet_ecology
SZ500_0003_0076,7,7.0,0.00011512996484351666,宝安区,no,218487.507,0.21848750700000003,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0003_0077,5,5.0,9.04146624149374e-05,宝安区,yes,20502.56,0.020502560000000003,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0004_0055,4,4.0,7.432623357503203e-05,宝安区,yes,10232.705,0.010232705,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0004_0056,5,5.0,8.843120805768227e-05,宝安区,yes,90088.103,0.090088103,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0004_0057,6,6.0,0.0001014734497628722,宝安区,no,183102.97,0.18310297,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0004_0058,7,7.0,0.00011331671128156755,宝安区,no,248090.527,0.248090527,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0004_0059,8,8.0,0.00012540928859284072,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,network_core_without_high_pet_ecology
SZ500_0004_0060,8,8.0,0.0001204652409828965,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,network_core_without_high_pet_ecology
SZ500_0004_0061,8,8.0,0.00011777502222418333,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0004_0062,8,8.0,0.00011516340542517699,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0004_0063,8,8.0,0.00011376471553061443,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0004_0064,8,8.0,0.00011251910410466864,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0004_0065,8,8.0,0.00011160531559049859,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0004_0066,8,8.0,0.00011040744511421228,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0004_0067,8,8.052855064164762,0.00010947352357757474,宝安区,no,250000.0,0.25,0.0,0.0349168233816532,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0004_0068,8,8.359638343144937,0.0001110577760857222,宝安区,no,250000.0,0.25,0.0,0.12814827373842322,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0004_0069,8,8.359638343144937,0.00011044987701640394,宝安区,no,250000.0,0.25,0.0,0.14725749085467507,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0004_0070,8,8.322783175969672,0.0001105725917544215,宝安区,no,250000.0,0.25,0.0,0.08162257821136792,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0004_0071,8,8.015999896989497,0.00010888141797038728,宝安区,no,250000.0,0.25,0.0,0.03880230078654526,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0004_0072,8,8.015999896989497,0.00011040301190540232,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0004_0073,8,8.0,0.00011184175374224634,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0004_0074,8,8.0,0.00011387197713843299,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0004_0075,8,8.0,0.00011763707957698721,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0004_0076,8,8.0,0.00012351684306663202,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,network_core_without_high_pet_ecology
SZ500_0004_0077,7,7.0,0.00011606426295898706,宝安区,no,175129.508,0.175129508,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0004_0078,4,4.0,7.410675135714439e-05,宝安区,yes,491.398,0.000491398,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0005_0053,4,4.0,7.321064191786344e-05,宝安区,yes,16353.561,0.016353561,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0005_0054,6,6.0,0.00010412561240799573,宝安区,no,126424.341,0.126424341,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0005_0055,7,7.0,0.00011554751826804507,宝安区,no,234751.561,0.234751561,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,low_network_pet_rule_signal
SZ500_0005_0056,8,8.0,0.00012804294818805382,宝安区,no,250000.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_pet_ecology_rule_silent,network_core_without_high_pet_ecology
