feature,treated_mean_matched,control_mean_matched,smd_after_matching,abs_smd_after_matching
pet_ecology_norm,0.9334986167722357,0.8936393300084757,0.2781576120742276,0.2781576120742276
valid_area_km2,0.24998770895992714,0.24995659409653914,0.08195474665412876,0.08195474665412876
boundary_share,0.9999508360655739,0.9998263770491803,0.08195493588597898,0.08195493588597898
road_density_m_per_km2,16690.597344763202,16362.883022080143,0.05787690955588411,0.05787690955588411
ped_path_density_m_per_km2,4179.630309331512,4056.09424856102,0.02366335875718085,0.02366335875718085
public_space_share,0.08219692167577412,0.07752341530054645,0.03050392635152425,0.03050392635152425
building_coverage_share,0.1204700418943534,0.1171021275045537,0.03544812978394992,0.03544812978394992
building_count_per_km2,162.06597302003644,152.62110823497267,0.04225120023718251,0.04225120023718251
