scenario,restaurant,shopping_mall,hotel,park_or_recreation,residential_property
conservative_same_type,0.005134281200631911,0.9948657187993681,0.0,0.0,0.0
balanced_threshold,0.8356921693456912,0.13632879959942365,0.0001226254100287148,0.027856405644856374,0.0
permissive_tipping,0.7037512480387962,0.11193334843565154,0.15755073959408325,0.02675627375468801,8.390176781024777e-06
