year,source_file,source_category,encoding,rows_scanned,candidate_rows,exclusion_rows,read_status,read_error
2025,深圳市2025/csv/广东省_深圳市_政府机构及社会团体_2025.csv,政府机构及社会团体,utf-8-sig,20083,1,0,ok,
2025,深圳市2025/csv/广东省_深圳市_汽车服务_2025.csv,汽车服务,utf-8-sig,19682,0,30,ok,
2025,深圳市2025/csv/广东省_深圳市_汽车维修_2025.csv,汽车维修,utf-8-sig,3693,0,0,ok,
2025,深圳市2025/csv/广东省_深圳市_汽车销售_2025.csv,汽车销售,utf-8-sig,3623,0,4,ok,
2025,深圳市2025/csv/广东省_深圳市_生活服务_2025.csv,生活服务,utf-8-sig,99731,9,38,ok,
2025,深圳市2025/csv/广东省_深圳市_科教文化服务_2025.csv,科教文化服务,utf-8-sig,23980,13,8,ok,
2025,深圳市2025/csv/广东省_深圳市_虚拟数据_2025.csv,虚拟数据,utf-8-sig,27053,44,9,ok,
2025,深圳市2025/csv/广东省_深圳市_购物服务_2025.csv,购物服务,utf-8-sig,156811,4265,295,ok,
2025,深圳市2025/csv/广东省_深圳市_通行设施_2025.csv,通行设施,utf-8-sig,40157,2,0,ok,
2025,深圳市2025/csv/广东省_深圳市_道路附属设施_2025.csv,道路附属设施,utf-8-sig,189,0,0,ok,
2025,深圳市2025/csv/广东省_深圳市_金融保险服务_2025.csv,金融保险服务,utf-8-sig,7508,1,2,ok,
2025,深圳市2025/csv/广东省_深圳市_风景名胜_2025.csv,风景名胜,utf-8-sig,5815,31,6,ok,
2025,深圳市2025/csv/广东省_深圳市_餐饮服务_2025.csv,餐饮服务,utf-8-sig,107682,33,57,ok,
